gambar,kota,lokasi,nama_wisata,deskripsi,rating,ulasan,harga_asli,harga_diskon,cluster,label
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2001927119279/Fastboat-Sanur---Nusa-Penida---Sanur-by-Caspla-Bali-Group-d45543d9-9af7-4d61-bbf5-45ff81368ce0.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Sanur, Sanur",Fastboat Sanur - Nusa Penida - Sanur by Caspla Bali Group,"Nikmati perjalanan cepat dari Sanur, Bali ke Nusa Penida menggunakan Caspla Bali fast boat yang hanya memakan waktu 45 menit. Sesampainya di sana, Anda bisa menjelajahi destinasi terkenal seperti Kelingking Beach, Angel's Billabong, Crystal Bay, dan Broken Beach. Dengan keberangkatan setiap hari pukul 08:00, perjalanan ini menawarkan kenyamanan dengan peralatan keselamatan yang memenuhi standar internasional, memberikan pengalaman liburan yang aman dan menyenangkan di surga tropis Nusa Penida.",8.9,129 reviews,200000,97000,2,Wisata Pantai
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8651911741581/Ayung-River-Rafting-by-Bali-Best-Adventure-8cec52d4-9275-4061-be1f-19c4087a07f3.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Kedewatan, Gianyar",Ayung River Rafting by Bali Best Adventure,"Nikmati petualangan menantang dengan olahraga arung jeram di Sungai Ayung, Bali, sepanjang 12 km yang bisa ditempuh dalam waktu 2 jam. Sepanjang perjalanan, Anda akan disuguhkan pemandangan alam yang indah, termasuk ukiran Ramayana, air terjun, dan pepohonan hijau yang asri. Dengan arus grade II–III, Anda akan merasakan sensasi seru mengarungi jeram yang menguji keberanian. Selama rafting, Anda akan ditemani oleh pemandu sungai berpengalaman untuk memastikan keselamatan dan keseruan perjalanan. Rasakan pengalaman rafting terbaik di Ayung River dengan harga yang terjangkau!",9.4,34 reviews,850000,171350,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5872568352290/Rafting-ATV-Ride-by-Bali-Best-Adventure-51fae8df-32a9-4eb2-8d85-8574ad7f9177.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Kedewatan, Gianyar",Rafting & ATV Ride by Bali Best Adventure,"Rasakan petualangan tak terlupakan dengan program Kombinasi Rafting & ATV! Mulailah dengan serunya rafting di Sungai Ayung selama 2 jam, menikmati pemandangan indah persawahan, hutan, dan relief Ramayana, ditemani pemandu rafting profesional dan peralatan keselamatan terbaik. Setelah itu, lanjutkan dengan mengendarai ATV 250cc melewati persawahan, hutan, sungai, dan goa selama 1,5 jam, memberikan pengalaman yang mendebarkan dan memacu adrenalin. Program ini cocok untuk pasangan, keluarga, atau grup dengan usia 7 hingga 65 tahun. Jika diambil dalam dua hari terpisah, makan siang hanya disediakan setelah rafting. Jangan lewatkan petualangan sejati ini!",9.9,21 reviews,950000,602030,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2002066081323/Flamingo-Bali-Family-Beach-Club-98e2dc96-c60e-4f93-baec-63920bab0e5f.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Saba, Gianyar",Flamingo Bali Family Beach Club,"Nikmati hari santai di Flamingo Bali Family Beach Club, tempat yang sempurna untuk bersantai dengan pemandangan tropis Bali. Anda bisa berjemur di cabana atau tempat tidur matahari sambil menikmati cuaca yang cerah, atau berenang di kolam renang infinity yang menyegarkan dengan latar belakang laut. Dengan dekorasi warna-warni dan pelampung flamingo yang lucu, tempat ini juga cocok untuk mempercantik feed media sosial Anda. Lengkapi pengalaman Anda dengan menikmati berbagai makanan dan minuman lezat yang tersedia. Ideal untuk bersantai bersama keluarga atau teman-teman!",8.8,115 reviews,100000,95000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/3483706007675/Dolphin-Tour-Lovina-By-Bali-Best-Adventure-868215ca-05b8-48b5-ba7f-bc3e3543df88.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Lovina, Buleleng",Dolphin Tour Lovina By Bali Best Adventure,"Nikmati keindahan Pantai Pasir Hitam di Lovina – Singaraja dengan perjalanan menggunakan perahu pribadi yang dikemudikan oleh kapten yang berpengalaman dan juga berfungsi sebagai pemandu. Saksikan keanggunan lumba-lumba yang melompat dengan lincah di sepanjang pantai Lovina dan rasakan pesona matahari terbit yang memukau dari atas perahu. Selain pemandangan alam yang mempesona, Lovina Beach juga terkenal sebagai habitat lumba-lumba yang berenang cepat di sepanjang pesisir, menjadikannya pengalaman tak terlupakan bagi pecinta alam dan satwa.",9.5,55 reviews,175000,101890,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9885074387312/Private-Day-Tour-Package-For-West-Nusa-Penida.-By-Holy-Hill-Penida-a61ebb07-7679-46c5-aa17-7009a421665e.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Nusa Penida, Klungkung",Private Day Tour Package For West Nusa Penida. By Holy Hill Penida,"Nikmati pengalaman sehari penuh di Nusa Penida dengan pemandangan tebing indah yang dikelilingi oleh laut biru. Rasakan langsung suasana alam yang memukau dan abadikan momen indah dengan berfoto. Lupakan sejenak kepadatan kota besar dan nikmati ketenangan alam di pulau Nusa Penida. Tur ini menawarkan berbagai fasilitas untuk memastikan keamanan dan kenyamanan Anda, dengan pemandu berpengalaman yang akan membawa Anda mengunjungi tempat-tempat indah di pulau ini.",9.7,63 reviews,850000,408560,2,Wisata Pantai
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2000533979838/LLuvia-Spa-9d11152d-f2b3-4323-a116-4ef7c8e1f461.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Sunset Road Bali, Kuta",LLuvia Spa,"Manjakan diri Anda dengan relaksasi di LLuvia Spa, Kuta, Bali. Nikmati perawatan dari kepala hingga kaki, seperti pijat wajah dan refleksiologi, untuk melepaskan semua stres dan ketegangan dalam tubuh. Rasakan manfaatnya, seperti kulit sehat dan peredaran darah yang lancar, setelah perawatan. LLuvia Spa, yang terletak di Sunset Road, Kuta, menawarkan paket spa yang akan membantu Anda merasa lebih rileks dan segar, memberikan Anda waktu istirahat yang Anda butuhkan setelah seharian beraktivitas.",9.7,642 reviews,400000,162425,3,Spa dan Perawatan
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2002024883758/Tiket-Fast-Boat-Lembongan---Sanur-by-Arthamas-Express-Cruise-52b75b36-4bb9-46b7-86f5-5c996e234c7f.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Nusa Lembongan, Klungkung",Lembongan - Sanur Fast Boat Tickets by Arthamas Express Cruise,"Nikmati kenyamanan dan keamanan saat menyeberang dengan Fastboat Arthamas Express. Layanan penyeberangan tersedia setiap hari dari Sanur ke Nusa Lembongan, dengan fasilitas dan layanan terbaik. Nusa Lembongan adalah destinasi populer yang wajib dikunjungi, di mana Anda bisa menikmati berbagai aktivitas air seperti menjelajahi mangrove, kayak, selancar, snorkeling, serta menikmati matahari terbenam dan ombak besar di Devil's Tears, serta mengabadikan momen di Jembatan Kuning Nusa Lembongan. Bergabunglah dengan Arthamas Express dan nikmati perjalanan ke Nusa Lembongan yang nyaman dan aman.",9.5,258 reviews,200000,92000,2,Wisata Pantai
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/6482734737969/Paket-Wisata-Bali-3-Hari-2-Malam-0dc2058e-8ef2-432d-8eed-ca443639d390.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"South Denpasar, Denpasar",Paket Wisata Bali 3 Hari / 2 Malam,"Nikmati liburan singkat yang penuh kenangan di Bali dengan paket 3 hari 2 malam yang dirancang khusus untuk wisatawan dengan waktu terbatas. Tidak perlu bingung mengatur jadwal dan memilih tempat wisata, karena kami akan membantu Anda mengunjungi destinasi-destinasi indah di Bali sambil menikmati perjalanan bersama driver berpengalaman yang siap menemani Anda untuk berselfie ria. Paket ini sangat cocok untuk pasangan yang ingin menikmati keindahan Bali dalam waktu singkat. Itinerary yang kami tawarkan dapat disesuaikan dengan waktu kedatangan pesawat Anda, sehingga Anda dapat merasakan liburan yang nyaman dan sesuai dengan keinginan Anda dan pasangan. Bali Best Adventure, agen perjalanan terpercaya di Bali, akan memberikan layanan terbaik untuk menciptakan kenangan tak terlupakan selama liburan Anda di Pulau Dewata. Jam Operasional: 22.00 WITA.",9.3,14 reviews,2100000,1389290,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4696825754134/-Penglipuran-Village-Package-1472155b-438c-4ea7-aea3-2e276429f3b9.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Bangli, Bangli",Desa Penglipuran Package,"Nikmati pengalaman tak terlupakan di Desa Penglipuran, salah satu desa adat terindah di Bali, yang terkenal dengan tata ruang rapi, kebersihan, dan arsitektur rumah tradisional Bali yang masih terjaga dengan baik. Desa yang terletak sekitar 45 kilometer dari Denpasar ini menawarkan udara segar dan sejuk, membuatnya menjadi destinasi wisata yang instagramable. Anda akan diajak untuk menikmati keindahan budaya dan arsitektur desa, serta menikmati santap siang di Cafe Bamboo dengan suasana asri pedesaan. Paket wisata ini memberikan pengalaman yang menyenangkan dan memperkenalkan Anda pada pesona Desa Penglipuran yang tak terlupakan.",9.5,11 reviews,70000,59500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2002024883759/Tiket-Fastboat-Sanur---Lembongan-By-Arthamas-Express-Cruise-7977d8f6-f83e-492e-93b1-2b7bd69b0702.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Sanur, Sanur",Sanur - Lembongan Fastboat Tickets By Arthamas Express Cruise,"Nikmati kenyamanan dan keamanan dalam perjalanan Fastboat bersama Arthamas Express, yang menyediakan layanan penyeberangan setiap hari dari Sanur ke Nusa Lembongan dan sebaliknya. Dengan fasilitas terbaik dan pelayanan yang memadai, perjalanan Anda akan terasa nyaman dan aman. Nusa Lembongan adalah salah satu destinasi wisata yang wajib dikunjungi, di mana Anda bisa mencoba berbagai aktivitas air seperti menjelajahi mangrove, ber-kayak atau kano, berselancar, snorkeling, hingga menikmati sunset dan ombak besar di Devil's Tears, serta berfoto di Jembatan Kuning yang ikonik. Arthamas Express siap mengantarkan Anda menuju Nusa Lembongan untuk liburan yang tak terlupakan!",9.5,150 reviews,250000,175000,2,Wisata Pantai
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5837066277521/Funworld-Living-World-Denpasar-2a04573f-c291-4c77-89f9-19af4bff8aa1.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"North Denpasar, Denpasar",Funworld Living World Denpasar,"Temukan dunia penuh keseruan di Funworld, tempat di mana keluarga dapat menikmati berbagai permainan dan wahana yang ramah untuk semua usia! Sejak 1983, Funworld telah menjadi destinasi favorit untuk anak-anak, remaja, dan dewasa, dengan berbagai permainan arcade dan atraksi yang menarik. Isi ulang Funcard dengan mudah untuk menikmati hiburan tanpa henti, hadiah menarik, dan aktivitas seru sepanjang hari. Baik Anda mencari wahana warna-warni, tantangan arcade interaktif, atau sekadar menghabiskan waktu bersama keluarga dengan tawa dan permainan, Funworld menyediakan kenangan tak terlupakan bagi semua orang. Kunjungan ke Funworld adalah cara yang sempurna untuk mempererat hubungan keluarga dan menciptakan momen penuh kebahagiaan, menjadikannya tempat ideal untuk liburan keluarga, berkumpul bersama teman, atau melepas penat di akhir pekan.",9.2,17 reviews,125000,98400,5,Wahana Bermain Keluarga
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5645179086525/Bali-Cruise---Berlayar-ke-Nusa-Lembongan-dengan-Aneecha-Sailing-Catamaran-f83ba66d-68e1-4599-8343-6bc1ea4b2de2.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"South Denpasar, Denpasar",Bali Cruise - Berlayar ke Nusa Lembongan dengan Aneecha Sailing Catamaran,"Nikmati pengalaman berlayar sensasional dengan catamaran yang dilengkapi 5 layar cantik, sempurna untuk merayakan momen spesial Anda, seperti ulang tahun, acara kantor, perayaan hari spesial, atau prewedding. Selain menikmati pemandangan indah, Anda juga bisa merasakan serunya olahraga air seperti snorkeling, sea walker, banana boat, dan berbagai kegiatan menarik lainnya. Ciptakan kenangan indah bersama keluarga dan teman di setiap acara spesial, sambil lebih dekat dengan budaya lokal di pulau Nusa Lembongan. Kunjungi desa setempat, nikmati wisata alam seperti Devil's Tears, dan pusat pembudidayaan rumput laut yang menarik untuk dijelajahi.",10.0,1 review,1850000,1572500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5061195157644/One-Day-Tour-in-Nusa-Penida-c00bedaf-b6af-4e1d-8492-cf25a4015282.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Nusa Penida, Klungkung",One Day Tour in Nusa Penida,"Jelajahi keindahan Nusa Penida sepuasnya dalam satu hari dengan mengunjungi tempat-tempat wisata menarik seperti Pantai Klingking, Pantai Atuh, Tree House, Raja Lima, dan banyak tempat instagramable lainnya. Dapatkan pelayanan spesial dari sopir kami yang juga berperan sebagai pemandu dan fotografer pribadi, siap mengabadikan setiap momen menarik dalam foto yang keren. Tentukan sendiri objek wisata yang ingin Anda kunjungi sesuai waktu yang Anda miliki di Nusa Penida. Paket ini sangat cocok untuk para pecinta selfie, keluarga, dan kelompok teman-teman yang ingin menikmati liburan seru di Nusa Penida! Sopir kami akan menjemput Anda di Pelabuhan Nusa Penida dan siap menemani perjalanan Anda, pastikan juga memeriksa tiket fast boat untuk perjalanan Sanur-Nusa Penida dengan teliti.",9.4,50 reviews,750000,171350,2,Wisata Pantai
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5187038220372/ATV-Ride-Ubud-Bali-by-Alasan-Adventure-Free-Lunch-and-Pool-Access-6c2ef63f-d8c0-48be-a0e0-ea0cbd491fd5.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Payangan, Gianyar",ATV Ride Ubud Bali by Alasan Adventure Free Lunch and Pool Access,"Rasakan sensasi seru mengendarai ATV melalui jalur yang menantang dan indah. Nikmati pengalaman berkeliling menggunakan ATV bersama teman atau keluarga, dan rasakan adrenalin Anda meningkat dengan perjalanan ATV yang sangat menyenangkan dan tak terlupakan. Anda dapat memilih ATV single atau tandem, melintasi rute sepanjang 7 km dengan durasi sekitar 60-90 menit. Pastikan untuk menikmati pengalaman yang penuh keseruan ini!",10.0,2 reviews,897000,780000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2000599217034/Miracle-Clinic-Kuta-Bali-d5024234-58c3-409b-9784-774931ee7b03.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Legian, Kuta",Miracle Clinic Kuta Bali,"Rasakan pengalaman perawatan kulit eksklusif yang telah memenangkan penghargaan di Miracle Clinic! Sesuaikan jenis perawatan dengan tipe kulit Anda dengan bantuan staf profesional yang berpengalaman. Nikmati proses yang cepat, higienis, dan tanpa rasa sakit yang akan membuat Anda merasa lebih percaya diri. Dapatkan kulit yang sehat dan bercahaya dalam satu hari! Miracle Clinic menawarkan solusi perawatan untuk kulit kering, jerawat, kerutan, atau kulit kusam, dengan menggunakan teknologi terbaru dan peralatan yang higienis untuk hasil yang optimal.",9.5,107 reviews,720000,612000,0,Klinik Kecantikan
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/3360233999595/Balinese-White-Elephant-3e03b2ab-668a-4797-9016-6a17df1d68fc.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Ubud, Gianyar",Balinese White Elephant,"Rasakan pengalaman unik yang hanya ada di dunia ini! Nikmati pengalaman menarik yang menceritakan tentang Bali dari sisi yang berbeda. Gajah Putih menawarkan pengalaman bersantap yang luar biasa di Bali, di mana Anda dapat menikmati menu fine dining yang indah dari Chef Alexei Dokuchaev, disertai dengan pertunjukan teater yang menghibur. Dengan kombinasi 11 hidangan dan pertunjukan teatrikal yang menarik, ini adalah pengalaman makan yang tak terlupakan.",9.0,2 reviews,1850000,1572500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/6446403629738/Legong-Dance-Show-Tickets-at-Ubud-Palace-Bali-37034838-76a9-436c-897a-38c01fb3b5d1.png?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Ubud, Gianyar",Legong Dance Show Tickets at Ubud Palace Bali,"Rasakan esensi warisan budaya Bali melalui pertunjukan Tari Legong yang memukau secara visual. Nikmati keindahan sejarah kerajaan Bali dengan menyaksikan Legong Kraton, yang awalnya hanya dipertunjukkan di dalam tembok istana untuk keluarga kerajaan. Saksikan dengan kagum para penari muda yang menunjukkan kelincahan dan kelembutan luar biasa saat melaksanakan gerakan cepat dan postur tubuh yang menuntut fleksibilitas tinggi dalam Tari Legong. Tari Legong merupakan salah satu pertunjukan istana Bali yang paling menawan secara visual, terkenal dengan gerakan cepat dan postur tubuh yang memerlukan tingkat kelenturan tinggi di antara penari-penari muda wanita. Tari ini, yang dipertunjukkan dengan detail koreografi terbaik, telah terjaga dengan baik selama generasi demi generasi. Dikenal dengan sebutan Legong Kraton, yang berarti 'tari istana kerajaan', tarian ini dulunya hanya ditampilkan di depan keluarga kerajaan. Kini, Anda dapat menikmati pertunjukannya di berbagai panggung terbuka, seperti di Puri Saren Royal Palace di Ubud, yang terbuka untuk umum. Legong menggambarkan para malaikat yang menari di surga, dengan kostum khas berupa mahkota bunga emas yang besar dan berat, serta pakaian lengkap dari bahu hingga kaki. Meskipun kostumnya berat, penari yang terlatih melaksanakan gerakan dengan mudah. Tari Legong kemungkinan berasal dari abad ke-19 sebagai hiburan kerajaan. Legenda mengatakan bahwa seorang pangeran Sukawati yang sakit mengalami mimpi tentang dua gadis yang menari dengan iringan musik gamelan. Setelah sembuh, dia mengatur pertunjukan tarian tersebut. Tari Legong mengisahkan drama yang sangat murni dan abstrak, dengan tiga penari yang menggambarkan tokoh kerajaan. Cerita yang ditarikan berkaitan dengan sejarah Jawa Timur pada abad ke-12 dan ke-13, di mana seorang raja menemukan seorang gadis bernama Rangkesari yang hilang di hutan, kemudian menyekapnya. Ketika saudara Rangkesari, Pangeran Daha, mengetahui hal tersebut, dia mengancam akan berperang jika Rangkesari tidak dibebaskan. Tari ini menggambarkan perpisahan sang Raja yang akan berperang dan pertemuannya yang menakutkan dengan burung omen.",9.3,39 reviews,115000,100000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/6544708808993/Fast-Boat-Nusa-Penida-3c2b12e5-c693-4afa-a3f9-cbfbda95ac53.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Nusa Penida, Klungkung",Fast Boat Nusa Penida,Nikmati pilihan fast boat sesuai dengan kebutuhan Anda dengan layanan dari staf kami yang ramah. Perjalanan laut menuju Sanur hanya memakan waktu 45 menit. Kami menyediakan tiket fast boat dari Sanur ke Nusa Penida dan sebaliknya dengan berbagai pilihan kapal yang dapat disesuaikan dengan kebutuhan Anda. Pastikan untuk memeriksa jadwal keberangkatan dan jenis kapal fast boat yang tersedia. Jam operasional kami hingga pukul 22.00 WITA.,9.5,37 reviews,150000,115000,2,Wisata Pantai
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9556684096426/Penglipuran-Kintamani-Village-Tour---9-Hours-6fccd8de-98db-4fbf-9116-cac57689ebef.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Bangli, Bangli",Penglipuran & Kintamani Village Tour - 9 Hours,"Nikmati pengalaman tur 9 jam yang mengesankan dengan mengunjungi lokasi wisata alam terbaik di Bali! Dalam tur ini, Anda akan mengunjungi Desa Penglipuran yang terkenal dengan arsitektur tradisionalnya yang indah, menikmati pemandangan gunung berapi di Kintamani, dan merasakan ketenangan di Pura Tirta Empul. Jangan lewatkan pesona Tegalalang Rice Terrace yang memukau dan akhiri perjalanan Anda dengan melihat keindahan Air Terjun Tegenungan. Dengan pemandu profesional, tur ini akan memberi Anda pengalaman yang tak terlupakan dan menjadikan liburan Anda di Bali lebih berarti. Ayo, pesan sekarang dan ikut dalam petualangan luar biasa ini!",9.7,129 reviews,131500,96140,4,Layanan Wisata
